language,gender,task,langtask,speaker,scenario,condition1,condition2,dur,f0mnhz,f0mdhz,f0sdhz,f0mihz,f0mahz,f0rghz,f0mnvst,f0mdvst,f0sdvst,f0mivst,f0mavst,f0rgvst,inmn,inmd,inrange,jitloc,jitrap,jitppq5,periodsd,shimloc,shimapq11,shimapq3,h1mh2mn,slopen0114,slopen5228,mnHNR,mnNHR,jitlocvr,jitrapvr,shimlocvr,shimapq3vr
Japanese,F,epr,epr_jpn,5,3,cas,casual,6.617,223.2,219.5,27.5,170.3,297.3,127,93.5,93.34,2.11,9.23,18.82,9.59,71.4,68.6,40.8,0.00907,0.00239,0.00431,0.0007,0.07132,0.07709,0.02152,3.59,-17.9,-25.1,18,0.0966,0.00907,0.00239,0.07127,0.02149
Japanese,F,epr,epr_jpn,5,3,pol,polite,7.557,223.4,216.3,34.1,85.4,317.9,232.5,93.42,93.08,2.93,-2.73,20.02,22.75,71.2,68.2,41.7,0.00972,0.00277,0.00485,0.001,0.07469,0.06665,0.02411,3.04,-19.2,-23.7,17.4,0.0979,0.00975,0.00278,0.07469,0.02411
Japanese,F,epr,epr_jpn,5,4,cas,casual,8.05,228.7,226.1,32.5,91.3,319.9,228.6,93.85,93.85,2.72,-1.58,20.13,21.71,72.4,69.7,41.2,0.00886,0.00233,0.00414,0.0008,0.07038,0.06904,0.02238,3.79,-18.7,-27,18.5,0.0896,0.00886,0.00233,0.07027,0.02224
Japanese,F,epr,epr_jpn,5,4,pol,polite,9.517,235.8,237.2,32.8,167.1,329.6,162.5,94.41,94.68,2.43,8.89,20.64,11.75,72,68.5,41.7,0.00811,0.00205,0.00388,0.0007,0.0675,0.06518,0.02102,4.72,-18.6,-25.3,18.3,0.0829,0.00811,0.00205,0.0675,0.02102
Japanese,F,epr,epr_jpn,5,5,cas,casual,7.369,232.3,228.5,26.7,173.1,317.6,144.5,94.21,94.03,1.99,9.5,20.01,10.51,73,72.4,40.2,0.00814,0.00225,0.0042,0.0006,0.06605,0.06731,0.02294,5.73,-17.3,-24.2,19,0.073,0.00814,0.00225,0.06605,0.02294
Japanese,F,epr,epr_jpn,5,5,pol,polite,8.179,225.3,228.3,27.6,87.3,290.9,203.6,93.64,94.02,2.4,-2.35,18.49,20.84,72.3,69.6,38,0.01027,0.00303,0.00532,0.0009,0.07164,0.07538,0.02317,2.7,-16.1,-21.2,16.8,0.1078,0.01027,0.00303,0.07164,0.02317
Japanese,F,epr,epr_jpn,5,6,cas,casual,7.031,227.6,222.3,28.9,173.1,316.5,143.5,93.83,93.56,2.17,9.5,19.95,10.45,72.1,68.9,40.9,0.0085,0.00206,0.00394,0.0006,0.06872,0.06389,0.02245,3.78,-16.2,-25.6,17.9,0.0798,0.0085,0.00206,0.06872,0.02245
Japanese,F,epr,epr_jpn,5,6,pol,polite,7.781,218.1,212.7,26.3,169.8,290.5,120.7,93.1,92.8,2.03,9.17,18.46,9.29,71.4,68.2,40.3,0.00818,0.00217,0.00401,0.0007,0.06857,0.06515,0.02204,4.34,-17.2,-22.9,17.1,0.0937,0.00818,0.00217,0.06858,0.02204
Japanese,F,epr,epr_jpn,5,7,cas,casual,6.852,230.1,229.5,25.4,173.9,307,133.1,94.05,94.11,1.9,9.58,19.35,9.77,71.8,69.4,38.7,0.00741,0.00173,0.0035,0.0005,0.07018,0.06489,0.02357,2.03,-17.6,-24.4,18,0.076,0.00741,0.00173,0.07008,0.02345
Japanese,F,epr,epr_jpn,5,7,pol,polite,7.445,230.7,236.7,35,90.3,297.5,207.2,93.94,94.64,3.24,-1.76,18.88,20.64,71.2,67.8,38.9,0.00926,0.00267,0.00515,0.0008,0.07972,0.07089,0.02583,3.7,-18.2,-23.4,17,0.1113,0.00926,0.00267,0.07978,0.02585
Japanese,F,epr,epr_jpn,5,8,cas,casual,8.319,215.2,214.8,25.7,90,280.2,190.1,92.85,92.96,2.35,-1.81,17.84,19.65,71.1,68.3,39.3,0.00799,0.00203,0.0034,0.0008,0.06625,0.0681,0.0216,5.87,-16.5,-25.1,18,0.0779,0.00799,0.00203,0.06616,0.02147
Japanese,F,epr,epr_jpn,5,8,pol,polite,8.721,217.1,219.3,32.6,86.6,290.6,204,92.89,93.32,3.25,-2.49,18.47,20.96,71.2,68.3,39,0.00948,0.00242,0.00408,0.0008,0.07067,0.06831,0.02291,4.39,-16.4,-23.7,17.2,0.0956,0.00948,0.00242,0.07063,0.02287
Japanese,F,epr,epr_jpn,5,9,cas,casual,7.418,223.3,226.9,31.4,96.6,324.7,228.1,93.45,93.91,2.61,-0.6,20.39,20.99,71.5,68.7,41.5,0.0091,0.00241,0.00384,0.0009,0.06365,0.06192,0.02098,4.47,-17.2,-24.6,17.8,0.0977,0.0091,0.00241,0.06365,0.02098
Japanese,F,epr,epr_jpn,5,9,pol,polite,7.871,225,226,26.8,169.6,302.4,132.8,93.64,93.84,2.06,9.15,19.16,10.01,71.5,66.5,40.6,0.00875,0.00244,0.00432,0.0009,0.06922,0.0631,0.02346,5.45,-17.7,-24.6,17.3,0.1117,0.00844,0.00244,0.06909,0.02333
Japanese,F,epr,epr_jpn,6,10,cas,casual,5.378,237.8,241.3,37.6,139.3,334.6,195.3,94.5,94.98,2.8,5.74,20.91,15.17,70.7,66.7,43.5,0.01064,0.00297,0.00491,0.0008,0.09263,0.07914,0.02596,1.97,-14.3,-25.9,17.6,0.0785,0.01064,0.00297,0.09263,0.02596
Japanese,F,epr,epr_jpn,6,10,pol,polite,5.652,246.7,247.7,28.3,176.6,325.5,148.9,95.24,95.43,2.03,9.84,20.43,10.59,72.1,68.9,39.4,0.01035,0.00315,0.00602,0.0006,0.08965,0.08429,0.02605,3.88,-17.4,-26.7,17.3,0.1007,0.01035,0.00315,0.08965,0.02605
Japanese,F,epr,epr_jpn,6,1,cas,casual,5.851,240.4,239.2,29.1,189.4,316.2,126.8,94.78,94.83,2.08,11.06,19.93,8.87,69.9,66.2,42.7,0.0075,0.00206,0.00394,0.0005,0.08868,0.0746,0.03386,8.26,-16.5,-25.3,16.6,0.0923,0.0075,0.00206,0.08868,0.03386
Japanese,F,epr,epr_jpn,6,1,pol,polite,7.435,238.7,243,33.4,176.2,349.7,173.6,94.62,95.1,2.42,9.82,21.68,11.86,71.9,68.3,43.3,0.01008,0.0026,0.00518,0.0007,0.08237,0.072,0.02648,5.82,-20.2,-25.2,17.2,0.1013,0.01008,0.0026,0.08237,0.02648
Japanese,F,epr,epr_jpn,6,2,cas,casual,6.345,234.6,239,28.7,190.1,296.7,106.6,94.36,94.81,2.14,11.12,18.83,7.71,70.3,65.3,43.9,0.00891,0.00258,0.00517,0.0005,0.08819,0.07919,0.02613,5.4,-18.1,-23.9,17,0.0983,0.00891,0.00258,0.08819,0.02613
Japanese,F,epr,epr_jpn,6,2,pol,polite,7.469,226.9,230.4,23.4,176.6,297,120.4,93.82,94.17,1.81,9.85,18.84,9,69.8,65.7,41.3,0.00799,0.00225,0.00444,0.0005,0.08503,0.08639,0.02281,3.97,-20.7,-24.2,17.4,0.0986,0.00799,0.00225,0.08503,0.02281
Japanese,F,epr,epr_jpn,6,3,cas,casual,6.245,230.4,222.3,30.7,185,306.3,121.3,94.03,93.56,2.27,10.65,19.38,8.73,70.1,65.8,41.4,0.01026,0.00293,0.00572,0.0006,0.08816,0.08324,0.02631,1.2,-19.9,-23.6,17.5,0.0834,0.01026,0.00293,0.08816,0.02631
Japanese,F,epr,epr_jpn,6,3,pol,polite,8.561,239,239.6,32.1,184.3,357.3,173,94.66,94.85,2.28,10.59,21.99,11.41,70.1,66.1,41.8,0.00852,0.00225,0.00413,0.0006,0.08223,0.07703,0.02484,4.36,-20.4,-23.9,17.9,0.0732,0.00852,0.00225,0.08223,0.02484
Japanese,F,epr,epr_jpn,6,4,cas,casual,8.722,234.7,232.9,31,182.4,319.7,137.3,94.35,94.37,2.29,10.42,20.12,9.69,71.2,66.5,43,0.01099,0.00317,0.00601,0.0006,0.08739,0.08,0.02478,5.17,-17.4,-24.4,17.1,0.0823,0.01099,0.00317,0.08739,0.02478
Japanese,F,epr,epr_jpn,6,4,pol,polite,9.68,234.7,237.6,28.9,179.4,310,130.6,94.36,94.71,2.17,10.14,19.58,9.44,70.2,66.7,43.1,0.00944,0.00255,0.00514,0.0006,0.08541,0.07658,0.02334,4.17,-18.2,-24.5,17.4,0.0978,0.00944,0.00255,0.08541,0.02334
Japanese,F,epr,epr_jpn,6,5,cas,casual,7.089,236.3,234.3,29.4,172.2,306.5,134.3,94.47,94.47,2.17,9.44,19.39,9.95,69.5,66.9,39.4,0.00961,0.00259,0.00508,0.0005,0.08576,0.08787,0.02601,7.14,-17.9,-23.8,17.7,0.0756,0.00961,0.00259,0.08576,0.02601
Japanese,F,epr,epr_jpn,6,5,pol,polite,7.689,238.4,243.5,27.1,177.5,299.9,122.4,94.65,95.13,2.01,9.95,19.01,9.06,71.2,67.5,43.9,0.00933,0.00257,0.00518,0.0005,0.08313,0.07832,0.02676,5.96,-18.5,-26.2,17.2,0.0837,0.00933,0.00257,0.08313,0.02676
Japanese,F,epr,epr_jpn,6,6,cas,casual,7.124,231.6,221.1,37,169.6,314.3,144.8,94.05,93.46,2.72,9.14,19.82,10.68,72.6,67.8,44.9,0.00999,0.00243,0.00467,0.0008,0.08506,0.08406,0.0235,1.45,-17.9,-27.4,17.1,0.0896,0.00999,0.00243,0.08506,0.0235
Japanese,F,epr,epr_jpn,6,6,pol,polite,8.623,221.6,214.9,29.9,170,302.9,132.9,93.35,92.97,2.24,9.24,19.19,9.95,70.7,67.2,42,0.00957,0.00282,0.00535,0.0006,0.08331,0.07672,0.02829,1.5,-19.5,-25.4,16.6,0.0938,0.00957,0.00282,0.08331,0.02829
Japanese,F,epr,epr_jpn,6,7,cas,casual,6.825,238.4,231.6,31.9,169.7,365.1,195.4,94.62,94.27,2.28,9.27,22.42,13.15,71.2,67.5,42,0.01048,0.00272,0.00522,0.0006,0.08187,0.07588,0.02374,0.86,-19.3,-24.5,17.3,0.0963,0.01048,0.00272,0.08187,0.02374
Japanese,F,epr,epr_jpn,6,7,pol,polite,8.206,236.5,240.9,30.8,175.1,307.5,132.4,94.48,94.95,2.29,9.69,19.44,9.75,71.3,65.9,43.3,0.01115,0.00275,0.00556,0.0006,0.08981,0.08587,0.02508,5.09,-20.6,-26.3,16.4,0.096,0.01115,0.00275,0.08981,0.02508
Japanese,F,epr,epr_jpn,6,8,cas,casual,8.477,230.9,228.3,25.2,183.4,318.9,135.5,94.11,94.01,1.88,10.51,20.08,9.57,70.7,65.5,44,0.01,0.00266,0.00525,0.0005,0.081,0.0784,0.0252,3.7,-17,-25.5,17.4,0.0882,0.01,0.00266,0.081,0.0252
Japanese,F,epr,epr_jpn,6,8,pol,polite,8.828,236.3,234.3,26.8,184.6,315.5,130.9,94.5,94.47,1.93,10.65,19.89,9.24,71.4,66.2,41.6,0.01014,0.0026,0.0048,0.0006,0.08634,0.08005,0.02591,4.64,-17.3,-26.3,17,0.0932,0.01014,0.0026,0.08634,0.02591
Japanese,F,epr,epr_jpn,6,9,cas,casual,7.919,232.5,232,32.9,96.8,318.6,221.8,94.13,94.3,2.73,-0.53,20.06,20.59,69.8,64.9,42.8,0.00976,0.00287,0.0054,0.0007,0.08587,0.07949,0.02535,4.27,-16.8,-24.2,16.7,0.1,0.00976,0.00287,0.08583,0.02527
Japanese,F,epr,epr_jpn,6,9,pol,polite,8.245,229.3,229.8,31.4,166.2,310.2,144,93.93,94.13,2.37,8.95,19.6,10.65,70.1,65.2,40.9,0.01106,0.00327,0.00644,0.0006,0.08746,0.07955,0.02957,5.51,-18.6,-24,16.1,0.108,0.01106,0.00327,0.08746,0.02957
Japanese,F,epr,epr_jpn,7,10,cas,casual,5.628,224.7,219.9,25.9,183.1,292.3,109.2,93.63,93.36,1.95,10.48,18.57,8.09,68.8,65,40.9,0.00729,0.00188,0.0035,0.0005,0.08597,0.07007,0.02777,3.56,-11.5,-18.5,16.3,0.0736,0.00729,0.00188,0.08597,0.02777
Japanese,F,epr,epr_jpn,7,10,pol,polite,6.529,226.1,221.9,20,186,276.6,90.7,93.78,93.52,1.51,10.74,17.62,6.87,68.6,65.2,38.9,0.00813,0.00232,0.0045,0.0005,0.09042,0.07544,0.0294,0.25,-11.4,-19.4,15.9,0.0982,0.00813,0.00232,0.09042,0.0294
Japanese,F,epr,epr_jpn,7,1,cas,casual,5.983,229.4,225.1,28.8,187.3,311.2,123.9,93.97,93.77,2.1,10.87,19.65,8.79,67.8,65.3,35.8,0.00732,0.00191,0.00368,0.0005,0.07751,0.07255,0.02508,5.08,-11.9,-18,16.5,0.083,0.00732,0.00191,0.07751,0.02508
Japanese,F,epr,epr_jpn,7,1,pol,polite,7.597,233.2,232.3,28.5,190.9,318.6,127.7,94.26,94.32,2.08,11.2,20.05,8.85,67.7,64.7,36.7,0.00842,0.00224,0.00442,0.0005,0.08207,0.06996,0.02747,2.81,-11.8,-17.8,16,0.1078,0.00842,0.00224,0.08207,0.02747
Japanese,F,epr,epr_jpn,7,2,cas,casual,6.714,232.4,231.8,22.5,187.9,292.2,104.3,94.24,94.28,1.65,10.97,18.56,7.59,68.8,64.7,38.4,0.00722,0.0018,0.00345,0.0004,0.07837,0.06857,0.02609,2.5,-11.5,-20.5,16.7,0.0829,0.00722,0.0018,0.07837,0.02609
Japanese,F,epr,epr_jpn,7,2,pol,polite,7.737,238.7,242.3,25.9,190.3,301.9,111.6,94.68,95.05,1.91,11.16,19.13,7.97,68.7,65.1,38.6,0.00832,0.00208,0.00428,0.0005,0.07504,0.07467,0.02366,1.11,-14.2,-19.1,16.1,0.0942,0.00832,0.00208,0.07504,0.02366
Japanese,F,epr,epr_jpn,7,3,cas,casual,6.647,229.7,222.3,24.1,188.8,300.3,111.5,94.03,93.56,1.77,11,19.04,8.04,67.5,64.9,35.6,0.00686,0.00176,0.00353,0.0004,0.08413,0.07801,0.02899,3.63,-14,-18.9,16.4,0.073,0.00686,0.00176,0.08413,0.02899
Japanese,F,epr,epr_jpn,7,3,pol,polite,8.062,234.2,231.8,26.3,189.9,333.8,143.9,94.35,94.28,1.9,11.1,20.87,9.77,67.8,64.6,35.1,0.00732,0.00199,0.0038,0.0005,0.09158,0.07964,0.03397,3.06,-13.4,-17.2,15.9,0.0937,0.00732,0.00199,0.09158,0.03398
Japanese,F,epr,epr_jpn,7,4,cas,casual,9.039,227.1,223.8,23.4,184.6,287.8,103.2,93.84,93.67,1.75,10.61,18.3,7.68,68.1,64.8,37.2,0.00791,0.00209,0.00412,0.0004,0.07977,0.07687,0.0243,2.88,-13.2,-18.2,16.9,0.0677,0.00791,0.00209,0.07977,0.02428
Japanese,F,epr,epr_jpn,7,4,pol,polite,10.173,234.8,232.3,27,186.3,304.4,118,94.39,94.32,1.97,10.77,19.27,8.5,67.9,64.6,35.1,0.00745,0.00199,0.00383,0.0007,0.08143,0.0753,0.02555,2.15,-13.2,-18,16.5,0.0833,0.00745,0.00199,0.08143,0.02555
Japanese,F,epr,epr_jpn,7,5,cas,casual,7.899,220.9,217.8,20,182.8,289.2,106.5,93.38,93.2,1.54,10.48,18.37,7.89,66.9,65.2,34.3,0.00731,0.002,0.00403,0.0004,0.06848,0.06174,0.02501,4.29,-13.8,-17.3,17.1,0.0624,0.00731,0.002,0.06848,0.02501
Japanese,F,epr,epr_jpn,7,5,pol,polite,8.601,234.1,230.8,24.8,190.1,299,108.9,94.35,94.21,1.81,11.12,18.96,7.84,68,65.3,34.2,0.0075,0.00211,0.00403,0.0005,0.07655,0.07739,0.02664,3.64,-14.3,-17.6,16.6,0.0722,0.0075,0.00211,0.07655,0.02664
Japanese,F,epr,epr_jpn,7,6,cas,casual,6.691,224.2,216,27.8,186.5,301.4,114.9,93.58,93.06,2.04,10.79,19.1,8.31,68.2,64.7,39.3,0.00811,0.00202,0.00396,0.0005,0.08098,0.06494,0.0242,2.35,-11.8,-17.8,15.9,0.0842,0.00811,0.00202,0.08098,0.0242
Japanese,F,epr,epr_jpn,7,6,pol,polite,8.782,229.7,222,27.7,188.5,303.8,115.3,94.01,93.53,2.03,10.98,19.24,8.26,68.9,66.6,37,0.00742,0.00173,0.00332,0.0006,0.07492,0.06658,0.02494,0.17,-12.4,-17.6,16.3,0.0716,0.00742,0.00173,0.07493,0.02494
Japanese,F,epr,epr_jpn,7,7,cas,casual,7.69,227,226.5,18.8,189.8,289.9,100.1,93.86,93.88,1.43,11.09,18.43,7.33,68.8,65.5,39.3,0.0074,0.00195,0.0038,0.0004,0.07255,0.05593,0.02365,0.83,-13.2,-17.6,16.8,0.0762,0.0074,0.00195,0.07255,0.02365
Japanese,F,epr,epr_jpn,7,7,pol,polite,8.383,230,228.6,20.5,196,292.5,96.5,94.08,94.04,1.51,11.66,18.58,6.93,68.1,64.7,36,0.00907,0.00253,0.00502,0.0004,0.08296,0.07243,0.02781,0.88,-12.2,-18.7,15.8,0.0927,0.00907,0.00253,0.08296,0.02781
Japanese,F,epr,epr_jpn,7,8,cas,casual,8.457,227.3,223.8,24.7,185,315.2,130.1,93.84,93.67,1.84,10.67,19.87,9.2,69.5,65.6,38.5,0.00859,0.00239,0.00473,0.0006,0.08522,0.07836,0.02998,3.8,-13.6,-19.4,16.6,0.0903,0.00859,0.00239,0.08522,0.02998
Japanese,F,epr,epr_jpn,7,8,pol,polite,10.047,229.5,225.9,25.1,190,294.4,104.4,94.01,93.84,1.85,11.13,18.69,7.56,67.5,64.1,37.7,0.00785,0.00226,0.00439,0.0005,0.08421,0.08045,0.03021,3.66,-12.7,-19.9,15.9,0.0926,0.00785,0.00226,0.08394,0.03021
Japanese,F,epr,epr_jpn,7,9,cas,casual,8.783,222.5,221.6,28.4,179.2,343.7,164.5,93.44,93.5,2.11,10.16,21.37,11.21,67.9,63.9,38.4,0.00801,0.00226,0.00437,0.0005,0.0781,0.07482,0.0275,5.56,-14.3,-20.2,16.7,0.0909,0.00801,0.00226,0.0781,0.0275
Japanese,F,epr,epr_jpn,7,9,pol,polite,8.596,227.9,226.5,25.5,186.9,311.7,124.8,93.88,93.88,1.9,10.83,19.68,8.85,68.4,64.5,37.4,0.00844,0.00222,0.00427,0.0007,0.07005,0.05721,0.02355,1.87,-15.1,-21.1,16.7,0.0812,0.00812,0.00222,0.07001,0.02354
Japanese,F,epr,epr_jpn,8,10,cas,casual,6.344,232.3,233.4,33.9,175.7,318.6,143,94.13,94.4,2.53,9.76,20.06,10.3,74.6,70.3,51.4,0.00797,0.00188,0.00385,0.0006,0.0633,0.0664,0.01908,4.23,-15.2,-24,19.1,0.0478,0.00797,0.00188,0.0633,0.01908
Japanese,F,epr,epr_jpn,8,10,pol,polite,6.749,229.8,232.8,28.5,103.6,291,187.4,93.99,94.36,2.27,0.61,18.49,17.88,74.1,70.2,49.2,0.00971,0.00267,0.00522,0.0006,0.08192,0.06363,0.02445,3.39,-16.2,-24.8,18.2,0.0851,0.00971,0.00267,0.08192,0.02445
Japanese,F,epr,epr_jpn,8,1,cas,casual,7.374,229.9,230.5,29.3,175.7,299.6,123.8,94,94.18,2.2,9.76,18.99,9.23,74.7,72.5,48.4,0.00723,0.00174,0.00332,0.0009,0.06832,0.07023,0.02214,4.51,-15,-22.8,19.5,0.052,0.00723,0.00174,0.06832,0.02214
Japanese,F,epr,epr_jpn,8,1,pol,polite,6.913,205.3,215.7,52.4,89.4,300.2,210.7,91.42,93.03,5.57,-1.93,19.03,20.96,74.7,73.6,38.1,0.00856,0.00238,0.00412,0.0016,0.06982,0.06862,0.02338,-2.71,-16.4,-21.3,16.5,0.0742,0.00856,0.00238,0.06982,0.02338
Japanese,F,epr,epr_jpn,8,2,cas,casual,8.483,226.3,227.4,25,177.4,289.3,111.9,93.75,93.95,1.96,9.93,18.32,8.39,73.9,70.2,48.8,0.00729,0.00174,0.00311,0.0005,0.06792,0.05747,0.02411,2.52,-18.2,-23.9,19.8,0.0511,0.00729,0.00174,0.06792,0.02411
Japanese,F,epr,epr_jpn,8,2,pol,polite,8.468,238,237.1,25.8,181,298.3,117.4,94.63,94.68,1.89,10.27,18.92,8.65,75,71.3,47,0.00777,0.00191,0.00376,0.0005,0.06178,0.05376,0.01984,3.52,-17.9,-22,19.2,0.0574,0.00777,0.00191,0.06178,0.01984
Japanese,F,epr,epr_jpn,8,3,cas,casual,7.158,224,221.1,25,174.8,296,121.1,93.58,93.46,1.91,9.68,18.78,9.11,75.1,72.9,48.2,0.00973,0.00254,0.00453,0.0006,0.07632,0.0814,0.02331,3.8,-17.5,-21.2,18.1,0.0678,0.00973,0.00254,0.07632,0.02331
Japanese,F,epr,epr_jpn,8,3,pol,polite,9.384,222.2,218.9,22.8,185,292.3,107.4,93.46,93.29,1.71,10.66,18.57,7.91,74.5,72.6,46.3,0.00728,0.00174,0.00336,0.0005,0.06605,0.06107,0.02382,2.03,-18.7,-22.8,19.1,0.0622,0.00728,0.00174,0.06605,0.02382
Japanese,F,epr,epr_jpn,8,4,cas,casual,10.454,218.4,219.4,26.5,87.6,286.1,198.5,93.1,93.33,2.44,-2.29,18.2,20.48,74,69.7,49.5,0.00846,0.0022,0.00414,0.0007,0.06513,0.06308,0.01822,1.98,-17.5,-22,18.6,0.068,0.00846,0.0022,0.06509,0.01807
Japanese,F,epr,epr_jpn,8,4,pol,polite,11.236,226,225.3,23.6,179.1,293.2,114.1,93.75,93.79,1.81,10.09,18.62,8.53,74.1,70.8,46.8,0.00918,0.00217,0.00431,0.0005,0.06684,0.06407,0.01904,0.62,-18.3,-22.9,18,0.0864,0.00918,0.00217,0.06687,0.01904
Japanese,F,epr,epr_jpn,8,5,cas,casual,7.914,224.4,225.7,24.8,165.4,286,120.6,93.61,93.82,1.95,8.72,18.19,9.47,75.1,74,45.3,0.00813,0.00189,0.00353,0.0007,0.06502,0.074,0.01805,1.77,-17.8,-23.9,19.9,0.0571,0.00813,0.00189,0.06506,0.01806
Japanese,F,epr,epr_jpn,8,5,pol,polite,9.587,231.1,228.6,28.1,181.1,294.5,113.4,94.1,94.04,2.09,10.29,18.7,8.41,74.3,70.9,51.3,0.00993,0.0027,0.00425,0.0008,0.07484,0.07373,0.02343,-1.54,-19.1,-24.3,19.2,0.0725,0.00993,0.0027,0.07484,0.02343
Japanese,F,epr,epr_jpn,8,6,cas,casual,7.016,224.1,220.7,34.4,95.8,304.7,208.9,93.48,93.43,2.84,-0.74,19.29,20.03,74.9,71.2,48,0.00941,0.0025,0.00423,0.001,0.06464,0.05677,0.01888,0.64,-15.2,-21.7,17.7,0.0829,0.00941,0.0025,0.06464,0.01888
Japanese,F,epr,epr_jpn,8,6,pol,polite,7.988,218.4,215.3,32.9,77.2,295.7,218.5,93.01,93,3.04,-4.46,18.77,23.22,74,71.1,45.1,0.00924,0.00215,0.00359,0.0009,0.05971,0.05657,0.01478,-0.96,-17.1,-22.3,19,0.0617,0.00924,0.00215,0.05973,0.01475
Japanese,F,epr,epr_jpn,8,7,cas,casual,8.334,228.4,226.3,25.1,172.8,299.6,126.8,93.91,93.87,1.94,9.47,19,9.52,74.8,71,49.1,0.00911,0.00223,0.00446,0.0006,0.07936,0.0655,0.02518,-0.02,-16.7,-22.6,17.7,0.0817,0.00911,0.00223,0.07936,0.02518
Japanese,F,epr,epr_jpn,8,7,pol,polite,9.466,234.2,235.1,21.6,180.3,295.6,115.3,94.38,94.53,1.63,10.22,18.76,8.54,74.2,71,52.1,0.0082,0.00189,0.00384,0.0005,0.07186,0.06713,0.02014,1.63,-17.9,-24.7,19.4,0.073,0.0082,0.00189,0.07186,0.02014
Japanese,F,epr,epr_jpn,8,8,cas,casual,8.972,221.6,220.4,29,99.3,316.8,217.5,93.34,93.41,2.42,-0.11,19.96,20.07,74.8,72.3,48.9,0.00873,0.00205,0.00395,0.0006,0.07256,0.06781,0.02369,2.92,-14,-20.2,18,0.0618,0.00873,0.00205,0.07256,0.02369
Japanese,F,epr,epr_jpn,8,8,pol,polite,10.4,219.8,214,25.9,174.4,293.9,119.5,93.24,92.9,1.99,9.65,18.67,9.02,73.9,71.3,49.1,0.00939,0.00218,0.00415,0.0006,0.06731,0.0639,0.02107,2.05,-17.4,-23.8,18.5,0.0709,0.00939,0.00218,0.06731,0.02107
Japanese,F,epr,epr_jpn,8,9,cas,casual,8.645,232.3,236.7,31.1,95.7,298.9,203.2,94.14,94.65,2.64,-0.75,18.96,19.71,74.2,69.4,49.9,0.00863,0.00247,0.00399,0.0009,0.07256,0.06348,0.02448,0.18,-15.5,-24.4,18.3,0.0865,0.00863,0.00247,0.07256,0.02448
Japanese,F,epr,epr_jpn,8,9,pol,polite,8.155,228.6,229.1,24.4,183,300,117,93.94,94.08,1.84,10.46,19.02,8.55,74.4,71.7,48.9,0.00963,0.00254,0.00415,0.0008,0.08113,0.07703,0.02773,1.56,-18.8,-24.5,17.8,0.0848,0.00963,0.00254,0.08091,0.0276
Japanese,F,ppt,ppt_jpn,11,1,cas,casual,23.843,209.7,217.6,45.3,78.4,297.7,219.3,91.99,93.19,4.75,-4.22,18.88,23.1,60.9,55.2,35.1,0.0132,0.00449,0.00703,0.0019,0.09668,0.08852,0.03846,1.08,-15.5,-20.7,13,0.1613,0.0132,0.00449,0.09663,0.03847
Japanese,F,ppt,ppt_jpn,11,1,pol,polite,38.447,209.3,219.8,42.7,98,323.6,225.7,92.03,93.36,4.42,-0.35,20.33,20.68,61.8,58,32.6,0.01167,0.00374,0.00595,0.0014,0.10266,0.09979,0.03994,3.41,-18.7,-19,13.9,0.139,0.01167,0.00374,0.10267,0.03995
Japanese,F,ppt,ppt_jpn,11,2,cas,casual,15.846,222.9,234.5,53.6,99.3,308.5,209.3,92.93,94.48,5.22,-0.13,19.48,19.61,65.3,61.5,37.4,0.01113,0.00345,0.00528,0.0014,0.09732,0.09885,0.03319,0.29,-19.7,-20.7,15.1,0.1401,0.01113,0.00345,0.09732,0.03319
Japanese,F,ppt,ppt_jpn,11,2,pol,polite,23.918,212.6,222.1,46.7,89.7,314.8,225.1,92.22,93.54,4.76,-1.87,19.85,21.73,61.8,55.7,33.9,0.01022,0.003,0.00475,0.0017,0.0975,0.08423,0.03906,-0.05,-20.9,-21.4,14,0.132,0.01022,0.003,0.09755,0.03909
Japanese,F,ppt,ppt_jpn,11,3,cas,casual,4.933,287.7,295.4,45.3,209.4,364.5,155.1,97.8,98.48,2.82,12.81,22.39,9.59,73.1,68.9,44.6,0.0086,0.00164,0.00354,0.0006,0.08759,0.09723,0.02732,11.58,-13.1,-20.6,16.8,0.0644,0.0086,0.00164,0.08759,0.02732
Japanese,F,ppt,ppt_jpn,11,3,pol,polite,9.866,287,294.6,39.5,129.1,369.4,240.3,97.76,98.43,2.92,4.42,22.47,18.05,67.8,63.1,39.1,0.00821,0.00207,0.00392,0.0008,0.08485,0.08079,0.03054,9.29,-16.4,-21.3,17.5,0.0959,0.00821,0.00207,0.08488,0.03054
Japanese,F,ppt,ppt_jpn,11,4,cas,casual,9.119,235.4,222.9,42.9,162.4,350.7,188.3,94.27,93.6,3.09,8.4,21.72,13.32,62.3,53.5,36.3,0.00924,0.00251,0.00497,0.0007,0.09124,0.08292,0.03582,5.17,-21.4,-23.3,17.2,0.0825,0.00924,0.00251,0.09124,0.03582
Japanese,F,ppt,ppt_jpn,11,4,pol,polite,8.596,233.5,246.8,46.2,109.4,327.9,218.5,93.96,95.37,4.28,1.55,20.56,19,62.2,57.9,34.5,0.00939,0.0028,0.00418,0.0013,0.08882,0.07906,0.03446,3.21,-21.2,-21.1,16.6,0.1127,0.00939,0.0028,0.08882,0.03446
